"","experttheta1","experttheta2","expertraw1","expertraw2","peertheta1","peertheta2","peerraw1","peerraw2"
"1",4.9055742284104,3.76810459859008,0.944444444444444,0.916666666666667,3.85715531752629,4.34276238642344,0.933333333333333,0.933333333333333
"2",4.49887814311029,3.4955684467711,0.928571428571429,0.875,1.69976552105082,3.08389531725215,0.846153846153846,0.842105263157895
"3",3.96590017124897,3.60999818172688,0.923076923076923,0.857142857142857,2.73490904414551,2.04476691315603,0.833333333333333,0.833333333333333
"4",3.83371754264268,3.89300683189145,0.875,0.857142857142857,2.12252829700539,3.00549534064252,0.833333333333333,0.823529411764706
"5",2.5206438877723,2.9990391465366,0.857142857142857,0.846153846153846,2.7207972552552,2.70131135396464,0.823529411764706,0.8125
"6",3.18929992957722,2.17378354981749,0.842105263157895,0.818181818181818,2.87569858493823,3.3455805204786,0.8125,0.8125
"7",3.39207228191039,2.41426910357143,0.846153846153846,0.818181818181818,2.67215006617145,2.63585314092717,0.8,0.8
"8",2.87470756090103,0.570770384551462,0.846153846153846,0.8125,2.24584244338508,1.495493061645,0.8,0.8
"9",2.52619801498936,1.41014581712164,0.846153846153846,0.8,0.574573952392924,1.94935490837101,0.8,0.789473684210526
"10",3.31036923369203,3.2579574605821,0.823529411764706,0.8,1.75521143185693,1.27267472427948,0.769230769230769,0.777777777777778
"11",3.38201984300314,3.5380483346007,0.818181818181818,0.789473684210526,1.69767179339954,2.5840759939543,0.764705882352941,0.777777777777778
"12",2.58237610034487,1.03473641137246,0.8125,0.785714285714286,0.630396965523159,1.02485695489016,0.75,0.769230769230769
"13",3.45170092380259,3.55601050009298,0.8,0.769230769230769,1.33225621517776,2.10670541009506,0.75,0.764705882352941
"14",2.39876818955769,-1.27680563657659,0.789473684210526,0.75,1.75835558093524,2.6869194769854,0.75,0.75
"15",2.9278493083109,2.13344893473043,0.785714285714286,0.75,2.21137749144401,2.13400567064887,0.75,0.75
"16",2.23298215173226,1.07794033379716,0.785714285714286,0.75,1.65198646611044,2.65152072150972,0.714285714285714,0.75
"17",3.35047014077434,1.32185865676087,0.777777777777778,0.75,0.6394964103156,1.8035647715242,0.714285714285714,0.75
"18",2.93118230347837,-0.549944007858331,0.769230769230769,0.75,1.19677641802788,2.38324355891962,0.714285714285714,0.733333333333333
"19",0.133266954787592,1.16590697082703,0.769230769230769,0.75,1.97730392881444,2.19801497753381,0.705882352941177,0.727272727272727
"20",3.19501081725766,1.49116461279479,0.764705882352941,0.75,1.70813410974961,1.82218430850747,0.7,0.722222222222222
"21",2.05872410487173,1.99219247790658,0.75,0.75,2.6261111365861,1.47773741888351,0.692307692307692,0.714285714285714
"22",1.91006984735736,3.07043973730081,0.736842105263158,0.75,0.830251193206828,1.68758032311196,0.6875,0.705882352941177
"23",1.85097755492979,2.54158092214019,0.733333333333333,0.75,1.03968343639126,1.50952390616622,0.6875,0.705882352941177
"24",2.76831310809036,1.87684394630089,0.733333333333333,0.736842105263158,1.69370487546302,0.840979471885168,0.666666666666667,0.714285714285714
"25",2.55662015924852,2.36900287819905,0.727272727272727,0.736842105263158,1.82023004575891,2.09158842720408,0.666666666666667,0.692307692307692
"26",0.795292542612866,3.19237219921739,0.722222222222222,0.733333333333333,0.271761213564456,1.57911506691224,0.666666666666667,0.6875
"27",2.32644577096154,2.3320486458085,0.714285714285714,0.727272727272727,1.54092114269479,2.07675993410608,0.666666666666667,0.6875
"28",2.01296937564684,2.74312763636984,0.714285714285714,0.727272727272727,1.09612995594569,1.54078400654092,0.666666666666667,0.6875
"29",1.42989059371803,1.97012872846564,0.714285714285714,0.722222222222222,0.797576504224249,1.20658233437598,0.647058823529412,0.666666666666667
"30",1.94263606870291,3.15668299131048,0.714285714285714,0.722222222222222,1.31434212005265,1.92172744063251,0.647058823529412,0.666666666666667
"31",1.84477255763095,1.30307314600525,0.7,0.705882352941177,1.23043480760337,0.720507597087831,0.642857142857143,0.666666666666667
"32",0.723765140377807,0.976580311688741,0.7,0.68421052631579,1.33913788743664,0.805368970632573,0.642857142857143,0.642857142857143
"33",2.75313036478551,-0.903011293822569,0.692307692307692,0.666666666666667,1.55170318940425,1.13576499732433,0.642857142857143,0.642857142857143
"34",2.16812687791049,1.26491474013774,0.6875,0.666666666666667,1.00265899660555,1.74404937115827,0.642857142857143,0.642857142857143
"35",1.58453479440325,1.62354667517425,0.666666666666667,0.666666666666667,1.89727182839882,2.03010383901878,0.636363636363636,0.625
"36",2.11273080760509,1.71892991149169,0.666666666666667,0.65,1.63275867751245,1.86762279795159,0.631578947368421,0.625
"37",2.6605846434556,1.77900115091368,0.65,0.647058823529412,0.367609267084129,1.95106986589516,0.625,0.625
"38",-1.71184070883826,0.939186604563865,0.647058823529412,0.647058823529412,0.983586796812475,1.29256489756661,0.625,0.625
"39",0.481206116877911,1.72432674708012,0.642857142857143,0.642857142857143,1.93650776213539,1.10129758882141,0.625,0.615384615384615
"40",2.3529702552779,1.37333835453331,0.642857142857143,0.642857142857143,1.10176333082265,0.00786433561397434,0.625,0.615384615384615
"41",0.710751851279031,0.361357025784933,0.642857142857143,0.636363636363636,0.876367948565232,1.55527326038892,0.615384615384615,0.615384615384615
"42",1.45233353763528,2.35490426772352,0.636363636363636,0.631578947368421,0.626775268548469,0.0815068149333701,0.615384615384615,0.615384615384615
"43",1.16433160612391,2.31869799095411,0.625,0.625,0.945208295428601,0.427250795485202,0.615384615384615,0.615384615384615
"44",-0.383332872638321,1.3617918391451,0.625,0.625,1.37990118747834,0.802654505639943,0.611111111111111,0.611111111111111
"45",2.15319375779965,2.4620438477108,0.625,0.625,0.359085101997833,0.867295198413725,0.6,0.6
"46",1.71149043319304,0.491705747446918,0.625,0.625,0.660027518459321,0.947009787887935,0.588235294117647,0.6
"47",0.703346557539146,1.30354882472682,0.615384615384615,0.611111111111111,1.6423750504359,0.991684569470312,0.588235294117647,0.6
"48",1.24982316962949,0.898243796014525,0.615384615384615,0.6,0.906416813607213,1.0185509183013,0.588235294117647,0.6
"49",1.38607936156642,0.0480431731410847,0.615384615384615,0.6,0.725120169119789,2.31311357405472,0.588235294117647,0.588235294117647
"50",1.29994957645827,1.03599073221408,0.6,0.6,0.902266640433294,0.538526846747616,0.583333333333333,0.583333333333333
"51",2.10227294853605,1.66367640166376,0.6,0.6,0.815253959182874,1.06881210553863,0.583333333333333,0.583333333333333
"52",2.5322535646999,1.39375107226108,0.6,0.6,0.68091966226348,0.841823493390425,0.583333333333333,0.571428571428571
"53",-0.103066058564297,2.02101150103819,0.6,0.588235294117647,0.991839772051218,1.2196938103457,0.583333333333333,0.571428571428571
"54",0.00866803610048204,1.52945818670346,0.588235294117647,0.588235294117647,0.139250652740406,-0.912831422887569,0.571428571428571,0.571428571428571
"55",1.30835066201667,-0.397459584785718,0.583333333333333,0.583333333333333,0.0540199770780031,1.30790160281436,0.571428571428571,0.571428571428571
"56",1.10676005030649,1.29969565259449,0.583333333333333,0.583333333333333,1.11457781818103,0.696750610312319,0.571428571428571,0.571428571428571
"57",0.489315992419984,-0.782371457504765,0.583333333333333,0.583333333333333,0.237392145059846,0.479978820537377,0.571428571428571,0.5625
"58",-0.194329941876278,2.11676144141694,0.583333333333333,0.578947368421053,1.02492279037254,1.17622640762734,0.571428571428571,0.5625
"59",2.04852279050305,0.506879519065898,0.583333333333333,0.571428571428571,0.997405583125092,-1.19566365166739,0.571428571428571,0.5625
